material_id,formula,ordering,band_gap,density,nsites,formation_energy_per_atom,total_magnetization,magnetization_per_fu,n_elements,spacegroup,crystal_system
mp-2226142,Ba2Mg(TiS3)2,NM,0.19920000000000002,3.61553264989128,11,-1.6892901996969671,9e-07,9e-07,4,P3m1,Trigonal
mp-571341,InHg6As4Cl7,NM,1.4202,6.436632293467907,72,-0.7358644289814831,0.0,0.0,4,Pa-3,Cubic
mp-21267,Yb2InPd2,NM,0.0,10.709802275419312,10,-0.9664665829999991,0.0,0.0,3,P4/mbm,Tetragonal
mp-16958,LaNi5P3,NM,0.0,7.254208073153086,18,-0.810871030992064,3.8900000000000004e-05,1.9450000000000002e-05,3,Cmcm,Orthorhombic
mp-30011,SbKrF7,NM,2.4093,3.876689598943621,36,-1.8751560907407399,0.0,0.0,3,P2_1/c,Monoclinic
mp-2716030,Na3La2Hf2P5SO24,NM,4.6960999999999995,3.606375994124189,111,-3.067541149950961,0.0,0.0,6,P1,Triclinic
mp-1233212,Ca(SiO2)6,NM,2.6361,2.506905638072419,19,-3.039874924210527,0.0,0.0,3,P1,Triclinic
mp-615173,CuBi(WO4)2,NM,1.2243,7.550601702463331,12,-1.8554361816666671,0.00018429999999900002,0.00018429999999900002,4,P-1,Triclinic
mp-37263,Ca(NdTe2)2,NM,1.2735,6.344535467033101,14,-1.755312290357145,0.0013892,0.0006946,3,I-42d,Tetragonal
mp-2712879,Na7NbSi6(SnO8)3,NM,2.7720000000000002,3.584394560707847,123,-2.699693900113541,0.0,0.0,5,P1,Triclinic
mp-1220063,Pr7In6Ni5Ge3,NM,0.0,7.592943128070122,21,-0.579480739365078,0.1375784,0.1375784,4,P-6,Hexagonal
mp-753351,Ba2CaI6,NM,2.967,4.727786460298317,18,-1.908628135,0.0022641,0.0011320500000000001,3,C2/c,Monoclinic
mp-1224076,In2AgS3Cl,NM,1.087999999999999,4.618462104718493,14,-0.8779580432142841,0.0005028,0.0002514,4,R-3m,Trigonal
mp-1018796,Mg2Si,NM,0.0,2.2602467395617483,6,0.051431958333332,0.010491,0.0052455,2,P6_3/mmc,Hexagonal
mp-1212249,Hf3AgHg3F20,NM,0.760899999999999,6.215004719678908,54,-3.043328345709878,0.0153583,0.00767915,4,P6_3/m,Hexagonal
mp-16747,LuAgPb,NM,0.0,11.53305777833289,9,-0.295174541666665,1e-06,3.333333333333333e-07,3,P-62m,Hexagonal
mp-2713967,Na6Mg4SiS5O24,NM,3.6976999999999993,2.61496947137489,120,-2.394277695561064,0.0,0.0,5,P1,Triclinic
mp-760419,Li2BiF5,NM,4.0596,4.237674222252087,8,-2.846042060416668,1.8e-05,1.8e-05,3,I4/m,Tetragonal
mp-1233483,MgGa4P6(HO3)6,NM,3.8771999999999993,2.875738663457295,35,-2.034260000010204,0.0710799,0.0710799,5,Pm,Monoclinic
mp-753801,Cs2Sr2O3,NM,2.394599999999999,4.471665701297922,14,-2.196080097758621,0.0004837,0.00024185,3,P2_1/c,Monoclinic
mp-1217894,TaRe,NM,0.0,18.769645971686916,2,-0.24994253991665902,2e-07,2e-07,2,Cmmm,Orthorhombic
mp-10392,Sr3CdPtO6,NM,2.0334,6.820408600687142,22,-2.338376244999998,0.0008279,0.00041395,4,R-3c,Trigonal
mp-1219959,PrCuSi,NM,0.0,6.203531987685368,3,-0.550313457222222,0.071349299999999,0.071349299999999,3,P-6m2,Hexagonal
mp-1185593,Mg149P,NM,0.000299999999999,1.7656751270282771,150,0.005223285535714,0.003917299999999,0.003917299999999,2,P-6m2,Hexagonal
mp-1211641,KLa(SeO4)2,NM,3.5152,4.041446436093787,48,-2.036384101828125,0.0029551,0.000738775,4,P2_1/c,Monoclinic
mp-1026621,Mg14SnSb,NM,0.0,2.625861069221016,16,-0.037181065312499005,0.000144399999999,0.000144399999999,3,P-6m2,Hexagonal
mp-542623,Tl2SnS3,NM,0.9537,5.959759926967721,12,-0.623845278194446,0.001375299999999,0.00068765,3,C2/m,Monoclinic
mp-2225893,MgAgPdO2,NM,0.0,5.117920529512069,5,-0.9970460873333321,0.0,0.0,4,Pmmm,Orthorhombic
mp-555037,TaS2,NM,0.0,6.46302035328481,3,-1.36330538911111,0.0,0.0,2,R-3m,Trigonal
mp-532789,Li6Nd6Sb(TeO8)3,NM,3.133099999999999,5.7729490132058565,80,-2.7075753735,2.0008042,1.0004021,5,C2/c,Monoclinic
mp-1236393,Sr2Li(H4O3)2,NM,0.0,2.254568273663863,17,-1.656660392549019,6.2e-06,6.2e-06,4,Pm,Monoclinic
mp-1025629,Te6Mo2W,NM,0.5741,5.4340465712272135,9,-0.225158055555558,0.0,0.0,3,P3m1,Trigonal
mp-1043424,Si4BiO10,NM,0.0826,3.425276167784671,60,-2.762499807833334,4.1688276,1.0422069,3,P4/ncc,Tetragonal
mp-974748,Rb3Tm,NM,0.0,2.675351457445288,4,0.628147774374998,0.1188933,0.1188933,2,Fm-3m,Cubic
mp-1183492,Bi3Au,NM,0.0,11.99994394321724,4,0.16580898937500102,2.6800000000000004e-05,2.6800000000000004e-05,2,Fm-3m,Cubic
mp-1194288,PaBe13,NM,0.0,4.337772916616129,28,-0.123569421785714,0.000108999999999,5.45e-05,2,Fm-3c,Cubic
mp-10469,NbSiPt,NM,0.0,11.456031930813703,12,-0.855165805833337,1e-07,2.5e-08,3,Pnma,Orthorhombic
mp-1225912,Dy4Cu7Sn11,NM,0.0,8.115477712553846,22,-0.271776916893938,9e-07,9e-07,3,P4mm,Tetragonal
mp-1188238,Tb2Ge5Ir3,NM,0.0,11.350922986555723,20,-0.726938071833333,0.0056335,0.0028167500000000002,3,Ibam,Orthorhombic
mp-22009,PbSe,NM,1.299499999999999,4.062929403870794,4,-0.5990207695312431,0.0009406,0.0004703,2,Fmm2,Orthorhombic
mp-1193926,K3Lu(PO4)2,NM,5.0522,4.030048742238544,28,-2.98139075805017,0.0033261,0.0016630500000000001,4,P2_1/m,Monoclinic
mp-1094661,MgGa,NM,0.0,4.129935466398873,6,-0.07413893625000001,0.0,0.0,2,C2,Monoclinic
mp-1708,YTe,NM,0.0,6.150264932946128,2,-1.483786158333332,1.2e-06,1.2e-06,2,Fm-3m,Cubic
mp-760580,Li2AgF3,NM,2.0974,4.204674303012773,12,-2.423532337222221,2.4e-06,1.2e-06,3,C2/c,Monoclinic
mp-554719,Mg3B(HO2)3,NM,3.4202,2.6300212725118213,26,-2.424809097147436,9.3e-06,4.65e-06,4,P6_3/m,Hexagonal
mp-561066,TlS,NM,1.0387,6.50127913126112,64,-0.474122309635419,0.004774,0.00014918750000000001,2,P4_12_12,Tetragonal
mp-1223480,KNd9(Si3O13)2,NM,4.454,5.5199060619247575,42,-3.629071956065477,0.002449,0.002449,4,P3,Trigonal
mp-1206936,LaPb2,NM,0.0,9.540903638272379,3,-0.30385033499999803,0.239344399999999,0.239344399999999,2,I4/mmm,Tetragonal
mp-13138,Cu3Sn,NM,0.0,9.15581269244826,8,0.036009035000001,1.1e-06,5.5e-07,2,P6_3/mmc,Hexagonal
mp-5925,Nd2MgNi2,NM,0.0,6.60772720242846,10,-0.293710811000001,1.1e-06,5.5e-07,3,P4/mbm,Tetragonal
mp-31491,Sm(GePd)2,NM,0.0,9.07420124917884,5,-0.8287769209999981,1e-07,1e-07,3,I4/mmm,Tetragonal
mp-1228007,BaAl2O4,NM,3.928899999999999,3.923508143405308,14,-3.443908932142856,0.0,0.0,3,C2,Monoclinic
mp-510581,PrNiSnH2,NM,0.0,7.36910200185789,10,-0.598292627833333,4.72e-05,2.36e-05,4,P6_3/mmc,Hexagonal
mp-1211458,LaSbRh,NM,0.0,8.569030232265868,12,-1.0715061750000001,1.1e-06,2.75e-07,3,Pnma,Orthorhombic
mp-1034686,SrMg14SiO16,NM,3.001900000000001,3.534921642325931,32,-2.795219040624999,0.0,0.0,4,P4/mmm,Tetragonal
mp-1221127,NaU4V3O20,NM,1.8662,5.153212692510562,56,-3.067211158263545,0.000785,0.0003925,4,C2/c,Monoclinic
mp-2218123,MgRe2NiO8,NM,0.29510000000000003,5.964993318216863,12,-1.775525327500001,1e-07,1e-07,4,P-3m1,Trigonal
mp-1096346,Li2MgAg,NM,0.47730000000000006,0.245672220093741,4,0.941983219166667,0.999899,0.999899,3,Immm,Orthorhombic
mp-1245234,Al2O3,NM,3.110699999999999,3.078078852323382,100,-3.217383678699999,0.002861899999999,0.000143095,2,P1,Triclinic
mp-569461,HgN6,NM,2.6897,3.934257300635804,28,0.6740137189285691,0.0030499,0.0007624750000000001,2,Pca2_1,Orthorhombic
mp-4661,ScOF,NM,4.4798,3.841408908126993,12,-4.125764553333335,0.0,0.0,3,P2_1/c,Monoclinic
mp-1223990,In4Bi,NM,0.0,7.685874047774097,5,0.040367487999998,0.001303,0.001303,2,C2/m,Monoclinic
mp-779116,Li2Ti3SnO8,NM,1.218599999999999,3.959303352996017,56,-2.94809631547619,0.000117,2.925e-05,4,P2_13,Cubic
mp-2268,TbAg,NM,0.0,9.310615406437641,2,-0.30377725916666304,3.32e-05,3.32e-05,2,Pm-3m,Cubic
mp-1197862,Ca2Y2Si4CO16,NM,0.15940000000000001,3.273523506336282,100,-3.133364846899999,0.009228199999999001,0.00230705,5,Pnma,Orthorhombic
mp-3531,Ca2P2O7,NM,5.5373,3.151696898416867,88,-3.209700269594154,0.0002719,3.3987500000000006e-05,3,P4_1,Tetragonal
mp-2716243,Na8CaZr3Si5SO24,NM,3.618799999999999,3.032725092127317,126,-2.94790004282225,0.0,0.0,6,P1,Triclinic
mp-758224,Li3Sn2(PO4)3,NM,2.9466,3.130207037394012,80,-2.469230876071427,0.0001271,3.1775000000000013e-05,4,P1,Triclinic
mp-568936,Ag2Se,NM,0.0,8.112695161000696,12,-0.13102417302083,0.0,0.0,2,P2_12_12_1,Orthorhombic
mp-1087512,TmTe3,NM,0.0,7.540197412389207,8,-0.982143701250002,0.0,0.0,2,Cmcm,Orthorhombic
mp-1225772,Cu3Pd13S7,NM,0.0,8.204970912341734,23,-0.314113620095107,0.049299699999999,0.049299699999999,3,R3m,Trigonal
mp-554185,AlPO4,NM,5.6897,1.448751905568828,96,-3.106197044732142,1.5000000000000002e-05,9.374999999999998e-07,3,C2/c,Monoclinic
mp-977390,Ta3Ru,NM,0.0,16.038825844101837,4,-0.22867657175000003,1.4e-06,1.4e-06,2,Fm-3m,Cubic
mp-370,CdS,NM,0.27930000000000005,5.74752285033426,2,-0.643201676406249,0.0007917,0.0007917,2,Fm-3m,Cubic
mp-1210976,LiH(CO2)2,NM,2.9357,1.085737294796372,8,-1.331211218072917,0.0147902,0.0147902,4,P1,Triclinic
mp-554129,Br3N(O2F5)2,NM,1.5015,2.804350602104884,72,-1.102917631805555,0.0,0.0,4,P2_12_12,Orthorhombic
mp-531125,Ag7(PbO3)3,NM,0.0,8.221748392782349,76,-0.8125749475877181,0.0014433,0.000360825,3,P-1,Triclinic
mp-1520571,Ba2CaWO6,NM,3.191,6.3629651598711785,40,-3.0277438465,0.0,0.0,4,Pn-3,Cubic
mp-568812,CdH16C4(NCl2)2,NM,3.4096,1.782406385078029,108,-0.5642678330555551,0.0001991,4.9775000000000004e-05,5,Pbca,Orthorhombic
mp-14827,Li7NbN4,NM,3.3964,2.819493606487224,96,-0.9152852898263881,0.0,0.0,3,Pa-3,Cubic
mp-1027015,Te2MoWSeS,NM,0.0,5.520089144894628,12,-0.385575587395839,0.0067976,0.0033988,5,P3m1,Trigonal
mp-769032,Li3NbS4,NM,1.4933,2.932270031975456,32,-1.396420788125,0.0,0.0,3,I-43m,Cubic
mp-1516529,BaNaSmWO6,NM,2.8395,6.34763524467464,10,-2.87197639663793,0.0,0.0,5,F-43m,Cubic
mp-1026615,RbMg14Nb,NM,0.0,2.229462628634458,16,0.24592484828125002,2.3800000000000003e-05,2.3800000000000003e-05,3,P-6m2,Hexagonal
mp-1028037,NaYMg14,NM,0.0,1.9392085577870841,16,0.052068094288793006,1.6e-06,1.6e-06,3,P-6m2,Hexagonal
mp-1519049,NaCaPrSeO6,NM,2.721199999999999,4.938618239929374,10,-2.328876272538972,0.0,0.0,5,F-43m,Cubic
mp-28918,Sb2WO6,NM,1.189099999999999,6.837129729563118,18,-1.961205790555554,0.0,0.0,3,P2_1,Monoclinic
mp-1097358,MgZn2Pd,NM,0.663999999999999,0.46395517405662,4,1.11015406375,4.08e-05,4.08e-05,3,Immm,Orthorhombic
mp-1262424,Ti2AlO4,NM,0.0,4.236963885780772,14,-3.170859260238094,0.001942,0.000971,3,Fd-3m,Cubic
mp-1196191,BNF8,NM,3.0579,2.479634298796551,40,-1.752629773916666,0.0,0.0,3,Pbcm,Orthorhombic
mp-1199424,Dy(NO5)3,NM,0.3628,2.456136952949719,38,-0.47657074035087704,0.0003072,0.0001536,3,P-1,Triclinic
mp-9263,KErTe2,NM,1.3304,5.465429105597077,4,-1.634075416770834,0.0,0.0,3,R-3m,Trigonal
mp-1217821,TaWSe4,NM,0.0,8.303680884247461,6,-0.747254247263886,0.0837362,0.0837362,3,P-6m2,Hexagonal
mp-772181,Cs3GaO3,NM,2.3721,4.223463140713266,28,-1.7454343948522162,0.0019324,0.0004831,3,P2_13,Cubic
mp-9078,BaPIr,NM,0.0,8.630492636320247,12,-0.9155305807142861,8e-07,2e-07,3,P2_13,Cubic
mp-1229104,AlH15(OF)6,NM,6.1309000000000005,1.6723976311439261,56,-1.789116337455357,0.0005867,0.00029335,4,P-1,Triclinic
mp-1206647,NiSn2Au,NM,0.0,9.877627005718278,4,0.020342277500001,0.0008244999999990001,0.0008244999999990001,3,P-6m2,Hexagonal
mp-1101374,Sr2CaI6,NM,3.2383,4.246981489516443,18,-1.8430666100000002,5.3600000000000015e-05,2.6800000000000004e-05,3,C2/c,Monoclinic
mp-1101381,SbOF3,NM,1.4495,4.547611078717,5,-2.295443272,1.0700000000000001e-05,1.0700000000000001e-05,3,Immm,Orthorhombic
mp-865595,Lu2CuRu,NM,0.0,11.610864292401095,4,-0.437005078333332,1e-07,1e-07,3,Fm-3m,Cubic
mp-559969,CaLaGaO4,NM,3.4555,4.693358213562172,28,-3.223998694642857,2.4700000000000004e-05,6.174999999999998e-06,4,Pnma,Orthorhombic
mp-1105583,Er7CoI12,NM,0.439899999999999,6.210204691736808,20,-1.424495490000002,0.0,0.0,3,R-3,Trigonal
mp-18664,K4Ta2S11,NM,1.7377999999999991,3.067950369221467,34,-1.256588606833332,0.0,0.0,3,P-1,Triclinic
mp-36029,ErAgS2,NM,0.6724999999999991,6.562344247926377,8,-1.547133880416665,0.0,0.0,3,I4_1/amd,Tetragonal
mp-1224043,In2AgS3Br,NM,0.9666000000000001,4.95689663186892,14,-0.812876608928569,0.0008269999999990001,0.000413499999999,4,R-3m,Trigonal
mp-1018719,HfTaNO3,NM,1.8989,10.451286021617289,6,-2.9752715762222213,7.85e-05,7.85e-05,4,Pmm2,Orthorhombic
mp-32544,Ti9O8,NM,0.0,5.315399503894045,34,-2.591554100882353,0.0011759,0.0005879500000000001,2,P-1,Triclinic
mp-21342,V3Sn,NM,0.0,7.486789810736877,8,-0.100637091249999,0.0004228,0.0002114,2,Pm-3n,Cubic
mp-1018941,PrTeCl,NM,0.42100000000000004,6.002046767734914,6,-2.134459779722223,0.0,0.0,3,P4/nmm,Tetragonal
mp-23609,Zn3B7ClO13,NM,4.5795,3.744777702824705,48,-2.565348350590278,0.0016300000000000002,0.000815,4,R3c,Trigonal
mp-30061,Sn4BRh6,NM,0.0,9.731770973949349,22,-0.488198604015151,6e-07,3e-07,3,P6_3/mmc,Hexagonal
mp-1079080,CsCd4As3,NM,0.21980000000000002,5.935203321062754,8,-0.228042670269397,0.0,0.0,3,P4/mmm,Tetragonal
mp-1113997,Rb3LuCl6,NM,4.7264,2.899684038319878,10,-2.454214791916667,0.0031119,0.0031119,3,Fm-3m,Cubic
mp-761151,Zr6O11,NM,0.37100000000000005,5.759799280375676,17,-3.623043120294117,0.00024219999999900002,0.00024219999999900002,2,Pmm2,Orthorhombic
mp-1245202,In2O3,NM,0.681199999999999,6.21798118233682,100,-1.581662649266665,0.0,0.0,2,P1,Triclinic
mp-1025290,La2Fe2Si2C,NM,0.0,6.130338851950097,7,-0.56208444357143,2.1e-06,2.1e-06,4,C2/m,Monoclinic
mp-31158,Ca7Ni4Sn13,NM,0.0,5.911734596212732,24,-0.488762669375,1.2e-06,1.2e-06,3,P4/m,Tetragonal
mp-1219661,Rb(GePt)4,NM,0.0,10.60868197540705,9,-0.46482282750000004,0.0,0.0,3,I4,Tetragonal
mp-1200700,Pr3Zn22,NM,0.0,7.559208011635461,50,-0.28296975560000404,1e-07,5e-08,2,I4_1/amd,Tetragonal
mp-864612,Nd2MgIn,NM,0.0,6.113111155626126,4,-0.31822140666666604,0.0002994,0.0002994,3,Fm-3m,Cubic
mp-1197145,HgH6C4(N2O)2,NM,3.751299999999999,2.822401581195055,34,-0.34043243500000003,0.0005264,0.0002632,5,P2_1/c,Monoclinic
mp-29148,Hg2Mo5O16,NM,2.3691,5.178548054885695,46,-1.731616798913044,0.0003026,0.0001513,3,P2/c,Monoclinic
mp-634429,H4N2O3,NM,3.1285,1.8469002559197691,18,-0.7429867816666671,0.0,0.0,3,Pmmn,Orthorhombic
mp-1183804,DyErTl2,NM,0.0,11.601696122024848,4,-0.317436559583336,0.0004482,0.0004482,3,Fm-3m,Cubic
mp-1186430,PaZnTc2,NM,0.0,11.960804464178118,4,-0.090533839999999,0.2285556,0.2285556,3,Fm-3m,Cubic
mp-1191795,Ho2Ni12As7,NM,0.0,8.863352727036855,21,-0.5284165896428571,0.0022236,0.0022236,3,P-6,Hexagonal
mp-2222904,MgTe2MoW2(SeS)2,NM,0.0,4.580082363881375,10,-0.641436073802083,0.0457616,0.0457616,6,Cm,Monoclinic
mp-540586,Tl2SnO3,NM,1.1414,9.128278737090664,24,-1.497404127777778,0.0,0.0,3,Pnma,Orthorhombic
mp-1247328,Ni4RuN4,NM,0.0,7.048561679964715,18,0.233624859814815,0.0009000000000000001,0.00045000000000000004,3,P-1,Triclinic
mp-978529,SmTmHg2,NM,0.0,11.700946207654205,4,-0.562760513749999,2.4e-05,2.4e-05,3,Fm-3m,Cubic
mp-1234352,MgAg20(BiO4)4,NM,0.567599999999999,7.409051591190539,41,-0.6619051431300801,0.0,0.0,4,P1,Triclinic
mp-556592,TlBi(PS3)2,NM,2.031199999999999,4.306583072939824,20,-0.640154575761904,0.0010543,0.00052715,4,P2_1,Monoclinic
mp-974887,LiNdSn2,NM,0.0,6.5554818767941985,8,-0.5616801489583321,3.5e-06,1.75e-06,3,Cmcm,Orthorhombic
mp-672217,La5Ga3,NM,0.0,6.24562588000527,32,-0.56255211625,3.8024822,0.95062055,2,P4/ncc,Tetragonal
mp-12457,LuCuS2,NM,1.693699999999999,6.4260803830032,16,-1.581217371822916,0.0,0.0,3,Pnma,Orthorhombic
mp-1348661,MgCu2(MoO4)2,NM,1.069299999999999,4.395694874842195,52,-1.800053061730769,0.0014904999999990002,0.000372625,4,P2_1/c,Monoclinic
mp-1020641,Rb2Ca2(SiO3)3,NM,4.133500000000001,2.981479051896149,32,-3.167380317812501,7.42e-05,3.71e-05,4,Pc,Monoclinic
mp-2713793,Na6Ta2Ga2Si5SO24,NM,3.0787,3.844475827527161,120,-2.75313335955273,0.0,0.0,6,P1,Triclinic
mp-558267,NaLiSiB3HO8,NM,5.445699999999999,2.370124706326075,60,-2.717652434564175,0.0008891999999990001,0.00022229999999900002,6,P2_1/c,Monoclinic
mp-567720,CuHgSeBr,NM,0.4656,6.411435316366559,16,-0.531227599960939,3.03e-05,7.574999999999999e-06,4,Pmma,Orthorhombic
mp-2713477,NbAlSi(SO6)2,NM,2.1362,2.778235471334246,102,-2.517594647156863,0.0,0.0,5,Cc,Monoclinic
mp-989466,B2(CN2)3,NM,1.925499999999999,3.227534813709635,44,0.15412696931818,0.001144799999999,0.000286199999999,3,C2/c,Monoclinic
mp-1228347,Ba6Nd2Y(CuO2)12,NM,0.0,6.130060709473183,45,-2.021162054333333,0.0005265,0.0005265,5,P2/m,Monoclinic
mp-743,RbN3,NM,4.1608,2.834925565328127,8,-0.140204309375,0.0,0.0,2,I4/mcm,Tetragonal
mp-685957,Pr3(ZnAs3)2,NM,0.0,6.21621796687969,22,-0.5811821909090911,0.0017748999999990002,0.00088745,3,P2_1/m,Monoclinic
mp-1205745,Er2MgCu2,NM,0.0,7.822666398240858,10,-0.23443402299999702,0.1864523,0.09322615000000001,3,P4/mbm,Tetragonal
mp-759287,LiCu2PO4,NM,0.21780000000000002,4.367008758294886,8,-1.842320058497024,0.0004437,0.0004437,4,I-4,Tetragonal
mp-2226843,MgNi4(SbS)4,NM,0.0,6.1950172956461,13,-0.356082141153845,5.0400000000000005e-05,5.0400000000000005e-05,4,R3,Trigonal
mp-2715920,Na5Ca2Nb2SiP5O24,NM,1.7545000000000002,2.840761440958039,117,-2.8527851495754923,0.0,0.0,6,P1,Triclinic
mp-1041194,CaTiS2,NM,0.0,3.354832779300201,4,-1.790093604583332,0.193454899999999,0.193454899999999,3,P-3m1,Trigonal
mp-3637,YOF,NM,4.9203,5.237683534296327,6,-4.214092868333336,0.0,0.0,3,R-3m,Trigonal
mp-1111878,Cs2YCuBr6,NM,2.0386,4.368130031213536,10,-1.841111695931034,0.0003524,0.0003524,4,Fm-3m,Cubic
mp-1185277,K8Li31Al8O32,NM,0.0,2.284359596894198,79,-2.390397095586497,1.0065331,1.0065331,4,P1,Triclinic
mp-1036525,Mg14NbAlO16,NM,0.0,3.783421983423511,32,-2.819798330312499,0.0025739,0.0025739,4,Pmmm,Orthorhombic
mp-31124,Y2MoO6,NM,1.9796,5.358870433873402,36,-3.153788929999999,0.0,0.0,3,C2/c,Monoclinic
mp-1205470,CaHgH16(BrO2)4,NM,2.6627,2.877594776151825,120,-1.323967338416667,0.0005034,0.00012585,5,Cmce,Orthorhombic
mp-11843,DyAl,NM,0.0,6.837080966215499,2,-0.444183152499999,0.0,0.0,2,Pm-3m,Cubic
mp-1207916,Tm3Sc2Al3O12,NM,4.9796,6.142086607078692,80,-3.834630633250002,0.0008506,0.00021265,4,Ia-3d,Cubic
mp-1076974,Th2Tl,NM,0.0,11.811092870735646,6,-0.172075644999997,3.7e-06,1.85e-06,2,I4/mcm,Tetragonal
mp-2712767,Na2Y3NbP4(SO12)2,NM,2.0343,2.841995513739003,108,-2.90138382212028,0.0,0.0,6,P1,Triclinic
mp-1202344,MgH12(ClO6)2,NM,5.6326,1.783069265073186,54,-1.203643300185185,0.0,0.0,4,P2_1/c,Monoclinic
mp-1200672,Sm5Pb4,NM,0.0,9.364200391714062,36,-0.7717257644444411,0.000110499999999,2.7625000000000004e-05,2,Pnma,Orthorhombic
mp-1399051,NbPHO5,NM,0.0,3.433368614550237,16,0.320871730513393,0.0020821,0.00104105,4,P-1,Triclinic
mp-1197837,AlH18C6N2Cl3,NM,5.384399999999999,1.06503154771228,120,-0.44957301241666603,0.0,0.0,5,Pnma,Orthorhombic
mp-17141,Er3(AlNi3)2,NM,0.0,8.859862650108623,22,-0.5896025254545441,7.299999999999999e-06,3.649999999999999e-06,3,Im-3m,Cubic
mp-18111,Ba2LaC3O9F,NM,3.9314,4.638039810053073,32,-2.8582493196875003,0.0,0.0,5,P2_1/m,Monoclinic
mp-971911,ZnN,NM,0.0,5.65812075428553,4,0.519967328124998,0.0027431,0.00137155,2,P6_3mc,Hexagonal
mp-643061,Mg3ReH7,NM,2.6637,4.158346591624475,22,-0.34762931147727205,0.0,0.0,3,P6_3/mmc,Hexagonal
mp-1217970,SrSiNi,NM,0.0,4.427534070822728,3,-0.48324027174999806,0.006852199999999001,0.006852199999999001,3,P-6m2,Hexagonal
mp-42458,SrAl3P2(HO2)7,NM,5.0763,3.156711413795068,27,-2.455293489556877,6.87e-05,6.87e-05,5,R3m,Trigonal
mp-1030536,MoW3(SeS)4,NM,0.7535000000000001,5.328454325821214,12,-0.7040366114583441,7.9e-06,7.9e-06,4,P3m1,Trigonal
mp-18168,TlZnPO4,NM,3.8996,5.76646223386107,28,-2.22510710185374,0.0,0.0,4,P2_1,Monoclinic
mp-560110,BaUTiO6,NM,1.9643000000000002,5.9992017351777465,36,-3.6218420828703692,8.8e-06,2.2e-06,4,P2_1/c,Monoclinic
mp-16313,TbSbPt,NM,0.09680000000000001,11.039542686875482,3,-1.381467409999999,0.0,0.0,3,F-43m,Cubic
mp-583278,Cs3Mo15Se17,NM,0.0,5.956424645603699,70,-0.887837492680265,0.0886777,0.04433885,3,P6_3/m,Hexagonal
mp-1340261,SrZnCr(PO4)2,NM,0.0,4.00619583932076,26,0.8319761800549451,0.059848599999999,0.029924299999999,5,P-1,Triclinic
mp-570454,TaN,NM,0.0,12.460932850267316,6,-0.051546408041668004,7.570000000000002e-05,2.523333333333333e-05,2,P6/mmm,Hexagonal
mp-1206820,HoRu3C,NM,0.0,11.333914362023787,5,-0.22687730999999903,4.4e-06,4.4e-06,3,Pm-3m,Cubic
mp-866871,Ca4SnS6,NM,1.6267,3.116365946801092,22,-1.814302718636362,0.0014862,0.0007431,3,R-3c,Trigonal
mp-541761,Zn3As2(HO)16,NM,2.4539,2.7753149040563523,37,-1.341777372027027,1.9200000000000003e-05,1.9200000000000003e-05,4,C2/m,Monoclinic
mp-1518868,BaSrHfNbO6,NM,0.0,6.887169889828255,10,-3.441295514,0.063026699999999,0.063026699999999,5,F-43m,Cubic
mp-1185027,LaYbAu2,NM,0.0,12.04311576658964,4,-0.873191277500005,1.25e-05,1.25e-05,3,Fm-3m,Cubic
mp-20175,Sc2InC,NM,0.0,4.830325053670784,8,-0.6658451324999991,1.2100000000000001e-05,6.05e-06,3,P6_3/mmc,Hexagonal
mp-1196948,CaSb4H6(SO8)2,NM,3.5227,3.8478687044569453,58,-1.8146211885344812,0.0100365,0.00501825,5,C2/c,Monoclinic
mp-1207027,Pr2NiGe6,NM,0.0,6.840897342922138,9,-0.51846965148148,0.0028446,0.0028446,3,Amm2,Orthorhombic
mp-756632,NbO2F,NM,1.307599999999999,3.735553628136458,24,-3.120415402916666,6.1e-05,1.016666666666666e-05,3,P-1,Triclinic
mp-1026351,Te6MoW2,NM,0.5968999999999991,5.711078137057866,9,-0.16299412555554801,6.500000000000001e-05,6.500000000000001e-05,3,P-6m2,Hexagonal
mp-2715266,Na9Ca2Ta4Si6(PO12)3,NM,2.7958,3.774730419547242,360,-2.994471853261262,0.0,0.0,6,P1,Triclinic
mp-626267,Ca(H8O5)2,NM,3.840099999999999,1.5334507837042661,54,-1.345968170185185,0.0,0.0,3,P1,Triclinic
mp-28642,Ba3AlF9,NM,6.4938,4.6112785702769585,104,-4.092421213076923,0.0390092,0.00487615,3,Pnma,Orthorhombic
mp-568322,Sr3Li3(NiN)4,NM,0.0,3.967801457384348,14,-0.609684302857142,0.0022613,0.0022613,4,Immm,Orthorhombic
mp-1186036,Na3Cu,NM,0.0,2.171229924532288,4,0.22388534508620603,0.0053089,0.0053089,2,I4/mmm,Tetragonal
mp-2712818,Na3CaScP2SO12,NM,3.9949,2.576370143287837,120,-2.800587353046183,0.0,0.0,6,Cc,Monoclinic
mp-2228906,Rb2LaMgNb2O8,NM,0.0,4.043997191644427,14,-2.798982508214285,5.6e-06,5.6e-06,5,Pmmm,Orthorhombic
mp-1195989,Tm3Si11Pt23,NM,0.0,14.332196912691003,74,-0.84979175581081,0.5088743,0.25443715,3,Fm-3m,Cubic
mp-734280,Sn3SO7,NM,2.4105,3.51154043686369,44,-1.718869042954545,0.0001452,3.63e-05,3,Pca2_1,Orthorhombic
mp-1246485,Ca4SeN4,NM,0.0,3.125032806772558,36,-1.073686653506945,0.8626974,0.21567435000000001,3,Pnma,Orthorhombic
